Sentence,Paper Name,Intrinsic Hallucination,Extrinsic Hallucination,Aspect,Hallucination,Temperature
The framework consists of two primary components: a macro concept annotator and an explanation generator.,Enhancing Explainable Rating Prediction through Annotated Macro Concepts,No,No,Methodology,0,0
"The existing models are limited by the lack of semantic information in user and item embeddings, which limits their ability to generate explanations for recommendations.",Enhancing Explainable Rating Prediction through Annotated Macro Concepts,No,No,Motivation,0,0
"In this study, we aimed to investigate the extent to which large language models (LLMs) share grammatical knowledge with humans.",Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Motivation,0,0
"We replicated the binary judgement task from Lau et al. (2014, 2017) using a sliding scale judgement task.",Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Methodology,0,0
"We collected data from three preregistered experiments, including ChatGPT and Vicuna.",Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Methodology,0,0
"Our findings reveal that LLMs and humans share a considerable amount of knowledge in sentence grammaticality, with humans generally providing higher naturalness ratings for the original English sentences compared to the other stimuli.",Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Main Results,0,0
This suggests that LLMs and humans share a substantial amount of knowledge in sentence grammaticality.,Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Main Results,0,0
"The findings are consistent with the previous studies on the topic, which have demonstrated that LLMs and humans share a considerable amount of knowledge in sentence grammaticality.",Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Contribution,0,0
"We replicated the binary judgement task from Lau et al. (2014, 2017) using a sliding scale judgement task.",Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Methodology,0,0
"We collected data from three preregistered experiments, including ChatGPT and Vicuna.",Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Methodology,0,0
Our findings reveal that LLMs and humans share a considerable amount of knowledge in sentence grammaticality.,Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Main Results,0,0
LLMs and humans share a substantial amount of knowledge in sentence grammaticality.,Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Main Results,0,0
LLMs and humans share a substantial amount of knowledge in sentence grammaticality.,Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Main Results,0,0
LLMs and humans share a substantial amount of knowledge in sentence grammaticality.,Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Main Results,0,0
LLMs and humans share a substantial amount of knowledge in sentence grammaticality.,Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Main Results,0,0
LLMs and humans share a substantial amount of knowledge in sentence grammaticality.,Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Main Results,0,0
LLMs and humans share a substantial amount of knowledge in sentence grammaticality.,Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Main Results,0,0
LLMs and humans share a substantial amount of knowledge in sentence grammaticality.,Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Main Results,0,0
LLMs and humans share a substantial amount of knowledge in sentence grammaticality.,Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Main Results,0,0
LLMs and humans share a substantial amount of knowledge in sentence grammaticality.,Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Main Results,0,0
LLMs and humans share a substantial amount of knowledge in sentence grammaticality.,Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Main Results,0,0
LLMs and humans share a substantial amount of knowledge in sentence grammaticality.,Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Main Results,0,0
LLMs and humans share a substantial amount of knowledge in sentence grammaticality.,Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Main Results,0,0
LLMs and humans share a substantial amount of knowledge in sentence grammaticality.,Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Main Results,0,0
LLMs and humans share a substantial amount of knowledge in sentence grammaticality.,Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Main Results,0,0
LLMs and humans share a substantial amount of knowledge in sentence grammaticality.,Evaluating Grammatical Well-Formedness in Large Language Models: A Comparative Study with Human Judgments,No,No,Main Results,0,0
"In this study, we evaluate the proficiency of large language models (LLMs) in recognizing the lexical aspects of duration and telicity.",Evaluating Lexical Aspect with Large Language Models,No,No,Motivation,0,0
